sampleID,allphotos,famacha_score,calinch_pixel,calCM_pixel,errcalposition,errrearposition,errsideposition,calsidebodyarea,calsidebellyht,calsidelength,calsidewither,calsidedepth,reardepth,rearht,rearbellyht,rearwidth,sidebodyarea,sidebellyht,sidelength,sidewither,sidedepth,girth,ADAPTMapKGS,ADAPTMapLBS,tape,weight,chest,ht,len,crosschk
AF-17-hi,"[('2013_Validation_GEO_Allegany_R0013181.png', 'Rear'), ('2013_Validation_GEO_Allegany_R0013183.png', 'SIGN')]",missed,0.217311542,0.551971314,1,1,1,3193.15405,41.94981984,70.10035684,73.96415604,32.0143362,32.0143362,74.51612735,42.50179116,29.25447963,3193.15405,41.94981984,70.10035684,73.96415604,32.0143362,96.24083084,26.99654107,59.51723371,90,85,78,65,69,V-30-Allegheny-17
AF-17-lo,"[('2013_Validation_GEO_Allegany_R0013188.png', 'Rear'), ('2013_Validation_GEO_Allegany_R0013190.png', 'SIGN')]",missed,0.224492519,0.570210994,1,1,1,3128.177513,37.06371461,72.41679625,68.42531929,31.36160467,31.36160467,71.84658525,40.48498058,26.79991672,3128.177513,37.06371461,72.41679625,68.42531929,31.36160467,91.35990417,25.73716107,56.7407738,90,85,78,65,69,V-30-Allegheny-17
AF-18-hi,"[('2013_Validation_GEO_Allegany_R0013196.png', 'Rear'), ('2013_Validation_GEO_Allegany_R0013198.png', 'SIGN')]",missed,0.182200884,0.462790243,1,0.998155713,1,4213.242369,40.26275111,74.50922907,73.58364859,33.32089747,33.32089747,71.02612356,37.70522609,22.36007594,4213.242369,40.26275111,74.50922907,73.58364859,33.32089747,87.4634685,34.8424411,76.81449652,92,87,79,68,74,V-31-Allegheny-18
AF-18-lo,"[('2013_Validation_GEO_Allegany_R0013202.png', 'Rear'), ('2013_Validation_GEO_Allegany_R0013204.png', 'SIGN')]",missed,0.208333333,0.529166663,1,0.994739057,1,3977.21664,47.62499969,76.72916616,82.54999946,34.92499977,34.92499977,75.04155356,40.11655379,23.59797282,3977.21664,47.62499969,76.72916616,82.54999946,34.92499977,91.92767037,30.53113173,67.30967859,92,87,79,68,74,V-31-Allegheny-18
AF-19-hi,"[('2013_Validation_GEO_Allegany_R0013211.png', 'Rear'), ('2013_Validation_GEO_Allegany_R0013213.png', 'SIGN')]",missed,0.225812195,0.573562972,1,0.996955752,1,4677.979601,45.3114748,88.90226068,83.74019393,38.42871913,38.42871913,71.44494261,33.01622348,25.43872957,4677.979601,45.3114748,88.90226068,83.74019393,38.42871913,100.3227538,38.50646242,84.8922874,136,113,91,76,79,V-32-Allegheny-19
AF-19-lo,"[('2013_Validation_GEO_Allegany_R0013219.png', 'Rear'), ('2013_Validation_GEO_Allegany_R0013221.png', 'SIGN')]",missed,0.222222222,0.564444441,1,0.998568617,1,4893.733301,43.46222194,90.31111052,82.40888834,38.94666641,38.94666641,82.8302342,43.88356779,27.42722987,4893.733301,43.46222194,90.31111052,82.40888834,38.94666641,104.2598725,41.31000466,91.07304506,136,113,91,76,79,V-32-Allegheny-19
CA-1-lo,"[('2013_Validation_GEO_Carroll_R0013225.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013227.png', 'SIGN')]",missed,0.292440527,0.742798933,1,0.995723927,1,2193.485248,36.3971477,69.82309968,66.10910501,29.71195731,29.71195731,57.30163195,27.58967464,28.2971022,2193.485248,36.3971477,69.82309968,66.10910501,29.71195731,91.12041759,19.15408546,42.22756456,64,52,67,58,58,V-33-Carroll-1
CA-1-hi,"[('2013_Validation_GEO_Carroll_R0013233.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013235.png', 'SIGN')]",missed,0.227272727,0.577272723,1,0.990109021,1,2365.086348,36.36818158,64.0772723,63.49999958,27.131818,27.131818,62.98457751,35.8527595,20.3488635,2365.086348,36.36818158,64.0772723,63.49999958,27.131818,74.5824801,16.64581977,36.69778076,64,52,67,58,58,V-33-Carroll-1
CA-2-lo,"[('2013_Validation_GEO_Carroll_R0013239.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013242.png', 'SIGN')]",missed,0.274978022,0.698444171,1,0.983197131,1,1915.133916,44.00198274,67.74908454,69.14597288,25.14399014,25.14399014,57.71688646,32.57289632,20.57235557,1915.133916,44.00198274,67.74908454,69.14597288,25.14399014,71.81106791,11.24373409,24.78821074,62,55,66,60,59,V-34-Carroll-2
CA-2-hi,"[('2013_Validation_GEO_Carroll_R0013252.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013254.png', 'SIGN')]",missed,0.186051278,0.472570244,1,0.99267758,1,2759.810225,36.38790878,67.57754488,60.96156147,24.57365268,24.57365268,56.16834899,31.59469631,19.50289896,2759.810225,36.38790878,67.57754488,60.96156147,24.57365268,69.23528542,17.8085105,39.26107714,62,55,66,60,59,V-34-Carroll-2
CA-3-lo,"[('2013_Validation_GEO_Carroll_R0013260.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013262.png', 'SIGN')]",missed,0.198267174,0.503598619,1,0.985258798,1,3056.340017,37.26629779,69.49660939,65.46782044,28.20152265,28.20152265,72.51820111,44.31667845,35.45334276,3056.340017,37.26629779,69.49660939,65.46782044,28.20152265,99.98882878,29.03903057,64.02015593,57,53,64,61,59,V-35-Carroll-3
CA-3-hi,"[('2013_Validation_GEO_Carroll_R0013269.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013273.png', 'SIGN')]",missed,0.220876384,0.561026012,1,0.992034877,1,2568.938108,37.02771678,66.76209541,64.51799136,27.49027458,27.49027458,66.0731161,38.58284152,26.52570354,2568.938108,37.02771678,66.76209541,64.51799136,27.49027458,84.84810003,20.56862091,45.34608394,57,53,64,61,59,V-35-Carroll-3
CA-4-lo,"[('2013_Validation_GEO_Carroll_R0013277.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013279.png', 'SIGN')]",missed,0.277777778,0.705555551,1,0.993290392,1,2548.46665,37.3944442,70.55555509,69.84999954,32.45555534,32.45555534,62.31466626,29.85911091,24.01711095,2548.46665,37.3944442,70.55555509,69.84999954,32.45555534,88.70705678,20.25427039,44.65305912,62,0,66,61,65,V-36-Carroll-4
CA-4-hi,"[('2013_Validation_GEO_Carroll_R0013284.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013286.png', 'SIGN')]",missed,0.263157895,0.668421048,1,0.974406841,1,2680.368403,36.0947366,74.19473635,66.84210482,30.74736822,30.74736822,63.44695029,32.69958207,20.98629894,2680.368403,36.0947366,74.19473635,66.84210482,30.74736822,81.26305435,20.76544912,45.78001622,62,0,66,61,65,V-36-Carroll-4
CA-5-lo,"[('2013_Validation_GEO_Carroll_R0013290.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013292.png', 'SIGN')]",missed,0.256198078,0.650743114,1,1,1,4314.426847,37.09235751,87.1995773,78.0891737,40.99681619,40.99681619,80.04140305,39.04458685,34.48938505,4314.426847,37.09235751,87.1995773,78.0891737,40.99681619,118.5734476,39.71143305,87.54879507,132,0,90,69,71,V-37-Carroll-5
CA-5-hi,"[('2013_Validation_GEO_Carroll_R0013296.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013298.png', 'SIGN')]",missed,0.23255814,0.590697671,1,0.980169461,1,4035.646485,37.80465091,85.65116223,73.24651114,35.44186023,35.44186023,63.53601773,28.0941575,24.63641504,4035.646485,37.80465091,85.65116223,73.24651114,35.44186023,94.37073411,33.70881921,74.315286,132,0,90,69,71,V-37-Carroll-5
CA-6-lo,"[('2013_Validation_GEO_Carroll_R0013302.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013305.png', 'SIGN')]",missed,0.250618506,0.636571001,1,0.994654499,1,2584.478264,35.01140506,70.02281012,64.93024211,29.91883705,29.91883705,61.01096183,31.09212478,28.74554932,2584.478264,35.01140506,70.02281012,64.93024211,29.91883705,92.14980263,23.46615232,51.73405245,67,65,68,56,63,V-38-Carroll-6
CA-6-hi,"[('2013_Validation_GEO_Carroll_R0013313.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013315.png', 'SIGN')]",missed,0.240616786,0.611166633,1,0.997773214,1,2720.302682,34.83649806,66.61716297,66.61716297,31.7806649,31.7806649,65.4681697,33.68750479,26.69575852,2720.302682,34.83649806,66.61716297,66.61716297,31.7806649,91.85455111,24.51969189,54.05671152,67,65,68,56,63,V-38-Carroll-6
CA-7-lo,"[('2013_Validation_GEO_Carroll_R0013320.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013322.png', 'SIGN')]",missed,0.255081259,0.647906394,1,0.98644449,1,2857.267197,37.57857084,75.80504807,68.67807774,31.0995069,31.0995069,77.74876726,46.64926035,36.00995536,2857.267197,37.57857084,75.80504807,68.67807774,31.0995069,105.4152968,27.37488504,60.35134005,83,78,75,62,67,V-39-Carroll-7
CA-7-hi,"[('2013_Validation_GEO_Carroll_R0013327.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013329.png', 'SIGN')]",missed,0.227272727,0.577272723,1,1,1,3341.254523,42.14090881,77.35454494,73.8909086,31.74999979,31.74999979,73.31363588,41.56363609,31.74999979,3341.254523,42.14090881,77.35454494,73.8909086,31.74999979,99.74556609,28.80175414,63.49705052,83,78,75,62,67,V-39-Carroll-7
CA-8-lo,"[('2013_Validation_GEO_Carroll_R0013333.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013335.png', 'SIGN')]",missed,0.27027027,0.686486482,1,0.998412043,1,2603.843226,33.63783762,72.08108061,65.21621579,31.57837817,31.57837817,72.56308175,40.98470358,27.54709585,2603.843226,33.63783762,72.08108061,65.21621579,31.57837817,92.87407741,23.11855838,50.96773837,74,65,71,61,65,V-40-Carroll-8
CA-8-hi,"[('2013_Validation_GEO_Carroll_R0013342.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013344.png', 'SIGN')]",missed,0.234710182,0.596163858,1,0.988982226,1,2738.776766,35.17366765,69.75117143,64.98186057,29.80819292,29.80819292,58.1259762,28.31778327,20.36893183,2738.776766,35.17366765,69.75117143,64.98186057,29.80819292,78.81804325,20.83866211,45.94142338,74,65,71,61,65,V-40-Carroll-8
CA-9-lo,"[('2013_Validation_GEO_Carroll_R0013349.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013351.png', 'SIGN')]",missed,0.254101953,0.645418956,1,0.98972785,1,2297.046063,35.49804256,66.47815243,63.89647661,28.39843405,28.39843405,54.56953993,26.17110589,20.04595345,2297.046063,35.49804256,66.47815243,63.89647661,28.39843405,76.09626593,16.88278959,37.2202102,62,52,66,58,55,V-41-Carroll-9
CA-9-hi,"[('2013_Validation_GEO_Carroll_R0013356.png', 'Rear'), ('2013_Validation_GEO_Carroll_R0013358.png', 'SIGN')]",missed,0.212765957,0.540425528,1,0.988460753,1,2640.519132,33.50638276,65.93191446,61.0680847,27.56170195,27.56170195,55.12340389,27.56170195,17.65671531,2640.519132,33.50638276,65.93191446,61.0680847,27.56170195,71.02892373,18.98665382,41.85844066,62,52,66,58,55,V-41-Carroll-9
MDGA-1-hi,"[('2013_Validation_GEO_MDGA_R0012768.png', 'Rear'), ('2013_Validation_GEO_MDGA_R0012775.png', 'SIGN')]",missed,0.304787382,0.774159944,1,0.974453779,1,2091.00601,23.22479833,66.57775521,54.1911961,30.96639777,30.96639777,57.07532139,26.10892361,27.32329215,2091.00601,23.22479833,66.57775521,54.1911961,30.96639777,91.56123082,22.7544105,50.16492906,84,62,75.5,51,59,V-01-MDGA.Yth-1
MDGA-1-lo,"[('2013_Validation_GEO_MDGA_R0012784.png', 'Rear'), ('2013_Validation_GEO_MDGA_R0012786.png', 'SIGN')]",missed,0.257575613,0.654242053,1,0.995261057,1,2049.740352,26.16968213,62.15299505,53.64784836,27.47816623,27.47816623,58.00946204,30.53129581,29.31004398,2049.740352,26.16968213,62.15299505,53.64784836,27.47816623,89.20271201,21.08024136,46.47401489,84,62,75.5,51,59,V-01-MDGA.Yth-1
MDGA-2-hi,"[('2013_Validation_GEO_MDGA_R0012793.png', 'Rear'), ('2013_Validation_GEO_MDGA_R0012795.png', 'SIGN')]",missed,0.269290927,0.683998951,1,0.995604994,1,1417.929825,24.62396223,54.71991608,47.19592762,22.57196538,22.57196538,46.43375736,23.86179198,18.05757231,1417.929825,24.62396223,54.71991608,47.19592762,22.57196538,63.82072856,9.56413384,21.08532302,36,26,55,43,43,V-02-MDGA.Yth-2
MDGA-2-lo,"[('2013_Validation_GEO_MDGA_R0012799.png', 'Rear'), ('2013_Validation_GEO_MDGA_R0012803.png', 'SIGN')]",missed,0.286913093,0.72875925,1,0.978209644,1,1362.051039,25.50657376,51.01314751,50.28438826,24.77781451,24.77781451,46.09825955,21.32044504,15.5581626,1362.051039,25.50657376,51.01314751,50.28438826,24.77781451,63.35960467,9.110070409,20.08428369,36,26,55,43,43,V-02-MDGA.Yth-2
MDGA-3-hi,"[('2013_Validation_GEO_MDGA_R0012807.png', 'Rear'), ('2013_Validation_GEO_MDGA_R0012809.png', 'SIGN')]",missed,0.23886314,0.606712372,1,0.993660489,1,1457.929831,23.66178253,51.57055166,45.50342793,21.84164541,21.84164541,42.59120855,20.74956314,19.11143973,1457.929831,23.66178253,51.57055166,45.50342793,21.84164541,64.32895571,10.2648446,22.63012707,38,27,56,46,46,V-03-MDGA.Yth-3
MDGA-3-lo,"[('2013_Validation_GEO_MDGA_R0012814.png', 'Rear'), ('2013_Validation_GEO_MDGA_R0012816.png', 'SIGN')]",missed,0.227634806,0.578192404,1,0.997272758,1,1432.182584,23.70588856,47.98996952,45.67719991,21.97131135,21.97131135,43.9426227,21.97131135,15.92920073,1432.182584,23.70588856,47.98996952,45.67719991,21.97131135,59.53398515,8.92279799,19.67141835,38,27,56,46,46,V-03-MDGA.Yth-3
